qid,query,modified_query
2934371,why did elie wiesel choose night as his title for his memoir,why did ele wiesel choose night a his title for his memoir
1538829,why do female dogs fight,why do fmale dogs fight
400195,why are teenagers so looked down upon,why are teenagers so looked down upon
1395494,how to make chlorates from sulpuric acid caustic soda sod hypochlorite,how to make chlrats from sulpuric acid caustic soda sod hypohlorite
1392114,what can be done to check the spread of aids among taxi drivers,what can be done to check te spead of aids among taxi drvers
2434087,what s the difference between a hill and a mountain,wat s the differece between a hill and a montain
4124112,how do i prevent bamboo skewers from burning,how do i prevet bamboo skewer from burning
2546730,what quality of which is inherently contained in the question why,what qualiy of which is iheently contained in the qestion why
3381250,why are black people racist,why are black people racist
978626,how can we stop pre ejeculation,how can we stop pre ejeculaion
3139968,how do you re heat egg drop soup from a chinese restraunt,how d you re heat egg drop soup from a chinese restraunt
3569462,why do african americans eat fried fish on fridays,hy do afican americans at fried fish on fridays
98662,how can you tell if you have a bad keg,how can you tell i you have a bad keg
1588783,define the term specialised cell,define the term specialised cell
2157311,what are lithospheric plates,what are lithospheric plates
2112535,how come my moma doesent know what 30 4 is,how come my moma oeent knw what 30 4 is
2233942,how can i prevent getting little bumps after tanning,how can i prevent getting litle bumps after tanning
3465597,how come some bibles translations dont use the original yahwey jehova in reference to god,how come some ibles translations dot se th original yahwey jehova in referene to god
2899230,why is my gold fish not swimmimg,why is my gold fish not simmimg
952062,what is sexual stamina,what is sexual stamina
3575718,what is the weight difference between 68 lbs and 12 lbs 8 ounces,what is the weight difference between 68 lbs and 12 lbs 8 ounces
3938405,what scientific studies have addressed marijuana use,what scientfic studes have addresed marijuana use
2458380,what is crystal methaphine,wha is crysta methaphine
3653952,why do people still wave the confederate flag,why do people still wave the onfederate flag
1537542,what works on getting getting rid of cat pee smell in my carpet,what works on gettng getting rid of cat ee smell in my carpet
2248876,why do wet dreams stop and how can you get them back,why do wet drams stop nd ho cn ou get the back
4437026,why do we have turkey on thanksgiving,why do we have turkey on thanksgiving
3558585,what is the theory that describes how living things change with time,wha is the theory that describes how living thigs hane with time
1175152,what is crude oil all about,what is crude oil all about
894023,how can i find the earnings of a privately owned corporation,how can i find the arnings of a privately owned corporation
1717888,why is it called international house of pancakes,why is it called itrnatonal hous of pancakes
2587810,what happens to bile salts when gallbladder has been removed,what happens t bile slts when allbladder has een removed
1059361,what is macular degeneration,what is macular dgeneration
1102885,what does it man when someone cherry is popped what does it look like,what does it mn wen someone cherry is poped what does it look like
2962438,what is the least common multiple of 45 and 800,hat is the least common multiple of 45 and 00
2762609,what is the difference between moral morality,what is the difference between moral morality
2190298,what are u doing for easter,what are u doing for easter
2055736,why is my life so great,why is my life so grea
1878166,why are hiccups so hard to get rid of,why are hiccups so had to gt rid of
2449050,what does the passage the joy of the lord is my strength mean to you,what does the passage the jy of th ord is my strength mean to you
520351,how do you heal from an affair,how o u eal from an affair
3738948,what are the chances of a tooth abscess,what are the chances of a tooth abscsess
219853,what is a death angel,what is a eath angel
372324,why are there no lightning bugs in southern california,why are there no lightning bugs in southern california
4078949,why do i have to answer all these questions,why o i have to answr ll these questions
514059,what is your conception to the origin of man biblical darwinian or the possibility of extraterestrials,what is your conception to the origin of man biblical darwinian or the possibility of extrateestrials
3068034,what are we humans actually doing,what are we humans actualy doig
3913653,how can sexual desire be overcome,how can sexual desire be overcoe
3623798,how would you define a good job,how would you define a goo job
